Source,Target,Type,Id,Label,timeset,Weight,relationship
alojztetickovi3,rmandreja,Directed,995,,,1,Mentions
alojztetickovi3,bojanzadel,Directed,996,,,1,Mentions
alojztetickovi3,ales_primc,Directed,997,,,1,Mentions
alojztetickovi3,potepuski,Directed,998,,,1,Mentions
alojztetickovi3,mprevejsek,Directed,999,,,1,Mentions
alojztetickovi3,metkazevnik,Directed,1000,,,1,Mentions
alojztetickovi3,vso_slovenija,Directed,1001,,,1,Mentions
alojztetickovi3,tonekrkovic,Directed,1002,,,1,Mentions
alojztetickovi3,boriscipot1,Directed,1003,,,1,Mentions
daunamericans,nato,Directed,1004,,,1,Mentions
daunamericans,lukamesec,Directed,1005,,,1,Mentions
daunamericans,spslovenije,Directed,1006,,,18,Mentions
daunamericans,toptvslovenija,Directed,1007,,,1,Mentions
daunamericans,strankasd,Directed,1008,,,1,Mentions
daunamericans,janezklop,Directed,1009,,,1,Mentions
daunamericans,tommy_sgb,Directed,1010,,,1,Mentions
daunamericans,mo_novomesto,Directed,1011,,,1,Mentions
daunamericans,rozancgasper,Directed,1012,,,1,Mentions
daunamericans,matjazderin,Directed,1013,,,1,Mentions
delonmiha,freewiseguy,Directed,1014,,,1,Mentions
delonmiha,rtv_slovenija,Directed,1015,,,2,Mentions
delonmiha,jjansasds,Directed,1016,,,2,Mentions
delonmiha,mojcaskrinjar,Directed,1017,,,1,Mentions
angelmaya7th,nova24tv,Directed,1018,,,4,Mentions
angelmaya7th,max970,Directed,1019,,,1,Mentions
angelmaya7th,vinkovasle1,Directed,1020,,,1,Mentions
angelmaya7th,ales_primc,Directed,1021,,,1,Mentions
angelmaya7th,revijareporter,Directed,1022,,,1,Mentions
angelmaya7th,krtmen,Directed,1023,,,1,Mentions
tonefels,nova24tv,Directed,1024,,,1,Mentions
tonefels,rtv_slovenija,Directed,1025,,,1,Mentions
tonefels,jjansasds,Directed,1026,,,1,Mentions
tonefels,ales_primc,Directed,1027,,,1,Mentions
tonefels,mprevejsek,Directed,1028,,,1,Mentions
ep_slovenija,ep_justice,Directed,1029,,,1,Mentions
senkandreja,rtv_slovenija,Directed,1030,,,1,Mentions
senkandreja,jjansasds,Directed,1031,,,1,Mentions
povse9,rtv_slovenija,Directed,1032,,,1,Mentions
povse9,jjansasds,Directed,1033,,,1,Mentions
povse9,mojcaskrinjar,Directed,1034,,,1,Mentions
jaz24_00_7,strankasd,Directed,1035,,,1,Mentions
jaz24_00_7,aleshojs,Directed,1036,,,1,Mentions
jaz24_00_7,jjansasds,Directed,1037,,,1,Mentions
jaz24_00_7,matjadraksler,Directed,1038,,,1,Mentions
jaz24_00_7,ales_primc,Directed,1039,,,1,Mentions
jaz24_00_7,stanejagergmaio,Directed,1040,,,1,Mentions
jaz24_00_7,nova24tv,Directed,1041,,,2,Mentions
zeljkokisa,dete_epruvete,Directed,1042,,,1,Mentions
sdmig,strankasds,Directed,1043,,,1,Mentions
lobnikar,vladars,Directed,1044,,,1,Mentions
lobnikar,mgruden,Directed,1045,,,1,Mentions
bernardagrobler,demokracija1,Directed,1046,,,2,Mentions
bernardagrobler,jozebiscak,Directed,1047,,,1,Mentions
bernardagrobler,medeja_7,Directed,1048,,,1,Mentions
bernardagrobler,janezmeznarec,Directed,1049,,,1,Mentions
bernardagrobler,max970,Directed,1050,,,1,Mentions
bernardagrobler,nova24tv,Directed,1051,,,6,Mentions
bernardagrobler,agortaa,Directed,1052,,,1,Mentions
bernardagrobler,igorkrsinar,Directed,1053,,,1,Mentions
bernardagrobler,romanleljak,Directed,1054,,,1,Mentions
bernardagrobler,revijareporter,Directed,1055,,,1,Mentions
bernardagrobler,siolnews,Directed,1056,,,1,Mentions
bernardagrobler,matevztomsic,Directed,1057,,,1,Mentions
bernardagrobler,metkazevnik,Directed,1058,,,1,Mentions
bernardagrobler,nemarambutlov,Directed,1059,,,1,Mentions
metkazevnik,matevztomsic,Directed,1060,,,1,Mentions
cikibucka,matevztomsic,Directed,1061,,,1,Mentions
lajnareu,matevztomsic,Directed,1062,,,1,Mentions
janezpogorelec,jernejvrtovec,Directed,1063,,,2,Mentions
zaslovenijo2,jernejvrtovec,Directed,1064,,,1,Mentions
lajnareu,jernejvrtovec,Directed,1065,,,1,Mentions
janezpogorelec,novaslovenija,Directed,1066,,,2,Mentions
zaslovenijo2,novaslovenija,Directed,1067,,,1,Mentions
lajnareu,novaslovenija,Directed,1068,,,1,Mentions
zaslovenijo2,matejtonin,Directed,1069,,,1,Mentions
zaslovenijo2,janezpogorelec,Directed,1070,,,1,Mentions
lajnareu,zaslovenijo2,Directed,1071,,,1,Mentions
janezpogorelec,matejtonin,Directed,1072,,,2,Mentions
lajnareu,matejtonin,Directed,1073,,,1,Mentions
lajnareu,prolittera,Directed,1074,,,1,Mentions
lajnareu,revijareporter,Directed,1075,,,1,Mentions
lajnareu,nova24tv,Directed,1076,,,3,Mentions
lajnareu,rtv_slovenija,Directed,1077,,,1,Mentions
lajnareu,jjansasds,Directed,1078,,,2,Mentions
lajnareu,slovenskavojska,Directed,1079,,,1,Mentions
lajnareu,altpaulin,Directed,1080,,,1,Mentions
lajnareu,nemarambutlov,Directed,1081,,,1,Mentions
cikibucka,jozejerovsek,Directed,1082,,,1,Mentions
cikibucka,alzheimerultra,Directed,1083,,,1,Mentions
alzheimerultra,strankasd,Directed,1084,,,1,Mentions
alzheimerultra,nova24tv,Directed,1085,,,2,Mentions
alzheimerultra,max970,Directed,1086,,,2,Mentions
alzheimerultra,revijareporter,Directed,1087,,,1,Mentions
alzheimerultra,mojcaskrinjar,Directed,1088,,,1,Mentions
alzheimerultra,mprevejsek,Directed,1089,,,1,Mentions
dragozad,rtv_slovenija,Directed,1090,,,1,Mentions
dragozad,jjansasds,Directed,1091,,,1,Mentions
dragozad,nova24tv,Directed,1092,,,1,Mentions
dragozad,nemarambutlov,Directed,1093,,,1,Mentions
zosds_ig,strankasds,Directed,1094,,,1,Mentions
magictrics,nova24tv,Directed,1095,,,1,Mentions
magictrics,mprevejsek,Directed,1096,,,2,Mentions
bozopredalic,nova24tv,Directed,1097,,,1,Mentions
bozopredalic,nemarambutlov,Directed,1098,,,1,Mentions
smarjanca,nova24tv,Directed,1099,,,1,Mentions
smarjanca,rtv_slovenija,Directed,1100,,,1,Mentions
smarjanca,jjansasds,Directed,1101,,,1,Mentions
wildduckmb,jjansasds,Directed,1102,,,2,Mentions
wildduckmb,nova24tv,Directed,1103,,,1,Mentions
wildduckmb,rtv_slovenija,Directed,1104,,,1,Mentions
wildduckmb,max970,Directed,1105,,,1,Mentions
ikoprivnik,jjansasds,Directed,1106,,,2,Mentions
ikoprivnik,strankasds,Directed,1107,,,1,Mentions
ikoprivnik,mojcaskrinjar,Directed,1108,,,1,Mentions
ikoprivnik,zidandejan,Directed,1109,,,1,Mentions
ikoprivnik,strankasd,Directed,1110,,,1,Mentions
ikoprivnik,sova_0007,Directed,1111,,,1,Mentions
ikoprivnik,dominikasvarc,Directed,1112,,,1,Mentions
ikoprivnik,urosjausevec,Directed,1113,,,1,Mentions
ikoprivnik,tomltoml,Directed,1114,,,1,Mentions
ikoprivnik,rtv_slovenija,Directed,1115,,,1,Mentions
ikoprivnik,nova24tv,Directed,1116,,,1,Mentions
mladivso,vfokusu,Directed,1117,,,1,Mentions
mladivso,vso_slovenija,Directed,1118,,,3,Mentions
mladivso,tonekrkovic,Directed,1119,,,1,Mentions
mladivso,boriscipot1,Directed,1120,,,2,Mentions
mladivso,nova24tv,Directed,1121,,,1,Mentions
mladivso,jjansasds,Directed,1122,,,1,Mentions
sebastjanapat,nova24tv,Directed,1123,,,2,Mentions
sebastjanapat,nemarambutlov,Directed,1124,,,1,Mentions
sportniforumsds,jjansasds,Directed,1125,,,2,Mentions
sportniforumsds,rtv_slovenija,Directed,1126,,,1,Mentions
sportniforumsds,nova24tv,Directed,1127,,,1,Mentions
sportniforumsds,mprevejsek,Directed,1128,,,1,Mentions
milakuki27,max970,Directed,1129,,,1,Mentions
slogroyper,r10vojko,Directed,1130,,,1,Mentions
jansaretweets,strankasd,Directed,1131,,,1,Mentions
jansaretweets,aleshojs,Directed,1132,,,1,Mentions
jansaretweets,mojcav1,Directed,1133,,,1,Mentions
jansaretweets,nova24tv,Directed,1134,,,4,Mentions
jansaretweets,agortaa,Directed,1135,,,1,Mentions
jansaretweets,mprevejsek,Directed,1136,,,1,Mentions
sonjaramsak,mojcav1,Directed,1137,,,1,Mentions
sonjaramsak,ales_primc,Directed,1138,,,1,Mentions
sonjaramsak,nada568352656,Directed,1139,,,1,Mentions
sonjaramsak,metkazevnik,Directed,1140,,,1,Mentions
sonjaramsak,nova24tv,Directed,1141,,,1,Mentions
aleszuzek,revijareporter,Directed,1142,,,1,Mentions
revijareporter,aleszuzek,Directed,1143,,,1,Mentions
karolin32896391,slovenskavojska,Directed,1144,,,1,Mentions
karolin32896391,jjansasds,Directed,1145,,,2,Mentions
karolin32896391,rtv_slovenija,Directed,1146,,,1,Mentions
karolin32896391,revijareporter,Directed,1147,,,1,Mentions
annianni246,24ur_com,Directed,1148,,,1,Mentions
annianni246,rtv_slovenija,Directed,1149,,,1,Mentions
sumandreja,annianni246,Directed,1150,,,1,Mentions
tradicijaslo,mirocerar,Directed,1151,,,1,Mentions
sumandreja,tradicijaslo,Directed,1152,,,1,Mentions
sumandreja,24ur_com,Directed,1153,,,1,Mentions
sumandreja,rtv_slovenija,Directed,1154,,,1,Mentions
sumandreja,ipirkovic,Directed,1155,,,1,Mentions
sumandreja,bozidarbiscan,Directed,1156,,,1,Mentions
sumandreja,nova24tv,Directed,1157,,,1,Mentions
sumandreja,penzionist12,Directed,1158,,,1,Mentions
strankasloga,antontomazic,Directed,1159,,,3,Mentions
antontomazic,revijareporter,Directed,1160,,,2,Mentions
antontomazic,slovenskavojska,Directed,1161,,,1,Mentions
antontomazic,jjansasds,Directed,1162,,,1,Mentions
antontomazic,nova24tv,Directed,1163,,,1,Mentions
neurovirtu,strankasds,Directed,1164,,,1,Mentions
marijamerii,neurovirtu,Directed,1165,,,1,Mentions
jaka__dolinar,jjansasds,Directed,1166,,,1,Mentions
jaka__dolinar,matjadraksler,Directed,1167,,,1,Mentions
jaka__dolinar,had,Directed,1168,,,1,Mentions
jaka__dolinar,jan_gerben,Directed,1169,,,1,Mentions
marijamerii,jaka__dolinar,Directed,1170,,,1,Mentions
marijamerii,max970,Directed,1171,,,1,Mentions
marijamerii,fzagorc,Directed,1172,,,1,Mentions
marijamerii,demokracija1,Directed,1173,,,1,Mentions
marijamerii,altpaulin,Directed,1174,,,1,Mentions
marijamerii,strankasds,Directed,1175,,,1,Mentions
marijamerii,nova24tv,Directed,1176,,,1,Mentions
marijamerii,penzionist12,Directed,1177,,,1,Mentions
markoferluga,revijareporter,Directed,1178,,,1,Mentions
markoferluga,sta_novice,Directed,1179,,,1,Mentions
kovacrebeka,delo,Directed,1180,,,1,Mentions
delo,jjansasds,Directed,1181,,,1,Mentions
delo,strankasds,Directed,1182,,,1,Mentions
cikibucka,delo,Directed,1183,,,1,Mentions
bozidarbiscan,delo,Directed,1184,,,1,Mentions
kogojslavko,delo,Directed,1185,,,1,Mentions
grsgmi,muhabc1,Directed,1186,,,1,Mentions
muhabc1,strankasds,Directed,1187,,,1,Mentions
hbeladona,muhabc1,Directed,1188,,,1,Mentions
hbeladona,demokracija1,Directed,1189,,,1,Mentions
hbeladona,metkazevnik,Directed,1190,,,1,Mentions
blagovestgb,mojcaskrinjar,Directed,1191,,,1,Mentions
blagovestgb,freewiseguy,Directed,1192,,,1,Mentions
blagovestgb,demokracija1,Directed,1193,,,3,Mentions
blagovestgb,janezmeznarec,Directed,1194,,,1,Mentions
blagovestgb,nova24tv,Directed,1195,,,3,Mentions
blagovestgb,ales_primc,Directed,1196,,,1,Mentions
blagovestgb,rtv_slovenija,Directed,1197,,,2,Mentions
blagovestgb,jjansasds,Directed,1198,,,1,Mentions
blagovestgb,r,Directed,1199,,,1,Mentions
blagovestgb,sta_novice,Directed,1200,,,1,Mentions
blagovestgb,domovina_je,Directed,1201,,,1,Mentions
blagovestgb,casnik,Directed,1202,,,1,Mentions
blagovestgb,revijareporter,Directed,1203,,,1,Mentions
blagovestgb,normamkorosec,Directed,1204,,,1,Mentions
salihovicalen,marijabrezje,Directed,1205,,,1,Mentions
rajkogeric,siolnews,Directed,1206,,,1,Mentions
matejzz,radio1slo,Directed,1207,,,1,Mentions
matejzz,siolnews,Directed,1208,,,1,Mentions
matejzz,policija_si,Directed,1209,,,1,Mentions
matejzz,rtv_slovenija,Directed,1210,,,2,Mentions
matejzz,anazagozen,Directed,1211,,,1,Mentions
matejzz,sta_novice,Directed,1212,,,1,Mentions
matejzz,domovina_je,Directed,1213,,,1,Mentions
matejzz,casnik,Directed,1214,,,1,Mentions
matejzz,demokracija1,Directed,1215,,,1,Mentions
matejzz,revijareporter,Directed,1216,,,1,Mentions
matejzz,nova24tv,Directed,1217,,,1,Mentions
mojcav1,ipirkovic,Directed,1218,,,1,Mentions
jjansasds,ipirkovic,Directed,1219,,,1,Mentions
aleksandragregl,revijareporter,Directed,1220,,,2,Mentions
aleksandragregl,nova24tv,Directed,1221,,,2,Mentions
aleksandragregl,katoliskacerkev,Directed,1222,,,1,Mentions
aleksandragregl,ales_primc,Directed,1223,,,1,Mentions
aleksandragregl,rtv_slovenija,Directed,1224,,,2,Mentions
aleksandragregl,jjansasds,Directed,1225,,,1,Mentions
aleksandragregl,r,Directed,1226,,,1,Mentions
aleksandragregl,sta_novice,Directed,1227,,,1,Mentions
aleksandragregl,domovina_je,Directed,1228,,,1,Mentions
aleksandragregl,casnik,Directed,1229,,,1,Mentions
aleksandragregl,demokracija1,Directed,1230,,,1,Mentions
aleksandragregl,normamkorosec,Directed,1231,,,1,Mentions
anzelog,jjansasds,Directed,1232,,,1,Mentions
lbna69,nova24tv,Directed,1233,,,1,Mentions
lbna69,nemarambutlov,Directed,1234,,,1,Mentions
vinkovasle1,lbna69,Directed,1235,,,1,Mentions
alenkamajsep,lbna69,Directed,1236,,,1,Mentions
alenkamajsep,freewiseguy,Directed,1237,,,1,Mentions
alenkamajsep,fzagorc,Directed,1238,,,1,Mentions
alenkamajsep,nova24tv,Directed,1239,,,5,Mentions
alenkamajsep,kovacrebeka,Directed,1240,,,1,Mentions
alenkamajsep,nemarambutlov,Directed,1241,,,1,Mentions
alenkamajsep,slovenskavojska,Directed,1242,,,1,Mentions
alenkamajsep,jjansasds,Directed,1243,,,1,Mentions
alenkamajsep,janezmeznarec,Directed,1244,,,1,Mentions
alenkamajsep,dominikasvarc,Directed,1245,,,1,Mentions
alenkamajsep,urosjausevec,Directed,1246,,,1,Mentions
alenkamajsep,tomltoml,Directed,1247,,,1,Mentions
alenkamajsep,stolnica,Directed,1248,,,1,Mentions
alenkamajsep,jozebiscak,Directed,1249,,,1,Mentions
alenkamajsep,bond00775328617,Directed,1250,,,1,Mentions
viktor_viktorh,mprevejsek,Directed,1251,,,1,Mentions
radioognjisce,zborzarepubliko,Directed,1252,,,1,Mentions
jjansasds,zborzarepubliko,Directed,1253,,,1,Mentions
polona_naglic,zborzarepubliko,Directed,1254,,,1,Mentions
radioognjisce,katoliskacerkev,Directed,1255,,,1,Mentions
jjansasds,radioognjisce,Directed,1256,,,1,Mentions
polona_naglic,radioognjisce,Directed,1257,,,1,Mentions
jcerkovnik,katoliskacerkev,Directed,1258,,,1,Mentions
jcerkovnik,ales_primc,Directed,1259,,,1,Mentions
jcerkovnik,r,Directed,1260,,,1,Mentions
jcerkovnik,sta_novice,Directed,1261,,,1,Mentions
jcerkovnik,rtv_slovenija,Directed,1262,,,1,Mentions
jcerkovnik,domovina_je,Directed,1263,,,1,Mentions
jcerkovnik,casnik,Directed,1264,,,1,Mentions
jcerkovnik,demokracija1,Directed,1265,,,1,Mentions
jcerkovnik,revijareporter,Directed,1266,,,1,Mentions
jcerkovnik,nova24tv,Directed,1267,,,1,Mentions
jcerkovnik,normamkorosec,Directed,1268,,,1,Mentions
jcerkovnik,metkazevnik,Directed,1269,,,1,Mentions
rtv_slovenija,radioprvi,Directed,1270,,,1,Mentions
stezinardrago,spelarotar,Directed,1271,,,1,Mentions
rmandreja,zdruzenadesnica,Directed,1272,,,1,Mentions
zdruzenadesnica,vo,Directed,1273,,,1,Mentions
zdruzenadesnica,rmandreja,Directed,1274,,,1,Mentions
stezinardrago,zdruzenadesnica,Directed,1275,,,1,Mentions
metkazevnik,vo,Directed,1276,,,1,Mentions
polona_naglic,vo,Directed,1277,,,1,Mentions
stezinardrago,vo,Directed,1278,,,1,Mentions
rmandreja,metkazevnik,Directed,1279,,,1,Mentions
metkazevnik,rmandreja,Directed,1280,,,1,Mentions
polona_naglic,rmandreja,Directed,1281,,,1,Mentions
stezinardrago,rmandreja,Directed,1282,,,1,Mentions
katoliskacerkev,marijabrezje,Directed,1283,,,1,Mentions
metkazevnik,katoliskacerkev,Directed,1284,,,1,Mentions
polona_naglic,katoliskacerkev,Directed,1285,,,1,Mentions
stezinardrago,katoliskacerkev,Directed,1286,,,1,Mentions
polona_naglic,revijareporter,Directed,1287,,,2,Mentions
polona_naglic,mojcav1,Directed,1288,,,1,Mentions
polona_naglic,janezmeznarec,Directed,1289,,,1,Mentions
polona_naglic,nova24tv,Directed,1290,,,2,Mentions
polona_naglic,bojanzadel,Directed,1291,,,1,Mentions
polona_naglic,fzagorc,Directed,1292,,,1,Mentions
polona_naglic,ales_primc,Directed,1293,,,1,Mentions
polona_naglic,stolnica,Directed,1294,,,1,Mentions
polona_naglic,rtv_slovenija,Directed,1295,,,2,Mentions
polona_naglic,jjansasds,Directed,1296,,,1,Mentions
polona_naglic,metkazevnik,Directed,1297,,,3,Mentions
polona_naglic,r,Directed,1298,,,1,Mentions
polona_naglic,sta_novice,Directed,1299,,,1,Mentions
polona_naglic,domovina_je,Directed,1300,,,1,Mentions
polona_naglic,casnik,Directed,1301,,,1,Mentions
polona_naglic,demokracija1,Directed,1302,,,1,Mentions
polona_naglic,normamkorosec,Directed,1303,,,1,Mentions
r10vojko,polona_naglic,Directed,1304,,,1,Mentions
stezinardrago,polona_naglic,Directed,1305,,,1,Mentions
stezinardrago,r,Directed,1306,,,1,Mentions
stezinardrago,sta_novice,Directed,1307,,,1,Mentions
normamkorosec,domovina_je,Directed,1308,,,1,Mentions
r10vojko,domovina_je,Directed,1309,,,1,Mentions
stezinardrago,domovina_je,Directed,1310,,,1,Mentions
normamkorosec,casnik,Directed,1311,,,1,Mentions
r10vojko,casnik,Directed,1312,,,1,Mentions
stezinardrago,casnik,Directed,1313,,,1,Mentions
normamkorosec,rtv_slovenija,Directed,1314,,,2,Mentions
normamkorosec,jjansasds,Directed,1315,,,1,Mentions
normamkorosec,demokracija1,Directed,1316,,,1,Mentions
normamkorosec,revijareporter,Directed,1317,,,1,Mentions
normamkorosec,nova24tv,Directed,1318,,,1,Mentions
stezinardrago,normamkorosec,Directed,1319,,,1,Mentions
stezinardrago,vladars,Directed,1320,,,1,Mentions
stezinardrago,metkazevnik,Directed,1321,,,4,Mentions
stezinardrago,revijareporter,Directed,1322,,,5,Mentions
stezinardrago,nova24tv,Directed,1323,,,4,Mentions
stezinardrago,ales_primc,Directed,1324,,,1,Mentions
stezinardrago,rtv_slovenija,Directed,1325,,,1,Mentions
stezinardrago,demokracija1,Directed,1326,,,1,Mentions
klavdyop,slovenskavojska,Directed,1327,,,1,Mentions
klavdyop,jjansasds,Directed,1328,,,2,Mentions
martintincek,sds,Directed,1329,,,1,Mentions
martintincek,andrazand,Directed,1330,,,1,Mentions
martintincek,jjansasds,Directed,1331,,,2,Mentions
martintincek,matjadraksler,Directed,1332,,,1,Mentions
martintincek,nova24tv,Directed,1333,,,2,Mentions
martintincek,slovenskavojska,Directed,1334,,,1,Mentions
martintincek,max970,Directed,1335,,,1,Mentions
martintincek,mirocerar,Directed,1336,,,1,Mentions
martintincek,bojansimm,Directed,1337,,,1,Mentions
martintincek,bojanpozar,Directed,1338,,,1,Mentions
martintincek,metkazevnik,Directed,1339,,,1,Mentions
martintincek,penzionist12,Directed,1340,,,1,Mentions
cikibucka,nada568352656,Directed,1341,,,1,Mentions
nada568352656,nova24tv,Directed,1342,,,1,Mentions
prgadp,policija_si,Directed,1343,,,1,Mentions
prgadp,slovenistan,Directed,1344,,,1,Mentions
prgadp,predsednik2017,Directed,1345,,,1,Mentions
matjazderin,vladars,Directed,1346,,,1,Mentions
vladars,mirocerar,Directed,1347,,,3,Mentions
vladars,podimconference,Directed,1348,,,3,Mentions
vladars,startupslovenia,Directed,1349,,,1,Mentions
prgadp,vladars,Directed,1350,,,1,Mentions
grsgmi,mojcav1,Directed,1351,,,1,Mentions
grsgmi,rtv_slovenija,Directed,1352,,,1,Mentions
grsgmi,jjansasds,Directed,1353,,,1,Mentions
grsgmi,markosket,Directed,1354,,,1,Mentions
prgadp,grsgmi,Directed,1355,,,1,Mentions
kogojslavko,max970,Directed,1356,,,1,Mentions
kogojslavko,metkazevnik,Directed,1357,,,1,Mentions
kogojslavko,nova24tv,Directed,1358,,,2,Mentions
kogojslavko,nemarambutlov,Directed,1359,,,1,Mentions
prgadp,kogojslavko,Directed,1360,,,1,Mentions
prgadp,c_mirkic,Directed,1361,,,1,Mentions
prgadp,margu501,Directed,1362,,,1,Mentions
prgadp,dkopse,Directed,1363,,,1,Mentions
prgadp,igorkrsinar,Directed,1364,,,1,Mentions
prgadp,romanleljak,Directed,1365,,,1,Mentions
prgadp,revijareporter,Directed,1366,,,2,Mentions
prgadp,24ur_com,Directed,1367,,,1,Mentions
prgadp,rtvslo,Directed,1368,,,1,Mentions
prgadp,rtv_slovenija,Directed,1369,,,1,Mentions
prgadp,jozebiscak,Directed,1370,,,1,Mentions
prgadp,prav1111,Directed,1371,,,1,Mentions
prgadp,allbriefs,Directed,1372,,,1,Mentions
prgadp,max970,Directed,1373,,,1,Mentions
prgadp,kovacrebeka,Directed,1374,,,1,Mentions
prgadp,altpaulin,Directed,1375,,,1,Mentions
prgadp,nova24tv,Directed,1376,,,1,Mentions
prgadp,metkazevnik,Directed,1377,,,1,Mentions
medeja_7,stanejagergmaio,Directed,1378,,,1,Mentions
larisaco1,stanejagergmaio,Directed,1379,,,2,Mentions
kovacrebeka,rtvslo,Directed,1380,,,1,Mentions
rtv_slovenija,rtvslo,Directed,1381,,,1,Mentions
larisaco1,rtvslo,Directed,1382,,,1,Mentions
larisaco1,kovacrebeka,Directed,1383,,,1,Mentions
larisaco1,bojanzadel,Directed,1384,,,1,Mentions
larisaco1,fzagorc,Directed,1385,,,1,Mentions
larisaco1,bond00775328617,Directed,1386,,,1,Mentions
matjanemec,strankasd,Directed,1387,,,2,Mentions
matjanemec,jernejstromajer,Directed,1388,,,1,Mentions
matjanemec,siolnews,Directed,1389,,,1,Mentions
matjanemec,zidandejan,Directed,1390,,,1,Mentions
mitjast,urosesih,Directed,1391,,,1,Mentions
strankasd,siolnews,Directed,1392,,,1,Mentions
strankasloga,siolnews,Directed,1393,,,1,Mentions
ver_lavrencic,siolnews,Directed,1394,,,1,Mentions
institutipes,portalspolsi,Directed,1395,,,1,Mentions
epameten,portalspolsi,Directed,1396,,,1,Mentions
kokochannel12,jjansasds,Directed,1397,,,1,Mentions
epameten,kokochannel12,Directed,1398,,,1,Mentions
epameten,jjansasds,Directed,1399,,,1,Mentions
epameten,vso_slovenija,Directed,1400,,,1,Mentions
zmajlj,rtv_slovenija,Directed,1401,,,2,Mentions
zmajlj,risinja,Directed,1402,,,1,Mentions
petra_jansa,zmajlj,Directed,1403,,,2,Mentions
risinja,rtv_slovenija,Directed,1404,,,1,Mentions
risinja,freewiseguy,Directed,1405,,,1,Mentions
risinja,profaljosa,Directed,1406,,,1,Mentions
petra_jansa,risinja,Directed,1407,,,1,Mentions
petra_jansa,sinicica,Directed,1408,,,1,Mentions
fzagorc,dkopse,Directed,1409,,,1,Mentions
vinkovasle1,dkopse,Directed,1410,,,1,Mentions
dkopse,nova24tv,Directed,1411,,,3,Mentions
dkopse,kovacrebeka,Directed,1412,,,1,Mentions
dkopse,slovenskavojska,Directed,1413,,,1,Mentions
dkopse,jjansasds,Directed,1414,,,2,Mentions
dkopse,rtv_slovenija,Directed,1415,,,1,Mentions
dkopse,demokracija1,Directed,1416,,,1,Mentions
dkopse,jozebiscak,Directed,1417,,,1,Mentions
dkopse,vso_slovenija,Directed,1418,,,1,Mentions
dkopse,tonekrkovic,Directed,1419,,,1,Mentions
dkopse,boriscipot1,Directed,1420,,,1,Mentions
medeja_7,dkopse,Directed,1421,,,1,Mentions
petra_jansa,dkopse,Directed,1422,,,1,Mentions
petra_jansa,marijabrezje,Directed,1423,,,1,Mentions
petra_jansa,tanjaporcnik,Directed,1424,,,1,Mentions
matevznovak,slovenskavojska,Directed,1425,,,1,Mentions
matevznovak,jjansasds,Directed,1426,,,2,Mentions
petra_jansa,matevznovak,Directed,1427,,,1,Mentions
jjansasds,aleshojs,Directed,1428,,,1,Mentions
scdtwister,aleshojs,Directed,1429,,,1,Mentions
scdtwister,strankasd,Directed,1430,,,1,Mentions
scdtwister,mojcav1,Directed,1431,,,1,Mentions
scdtwister,jjansasds,Directed,1432,,,3,Mentions
scdtwister,demokracija1,Directed,1433,,,1,Mentions
scdtwister,nova24tv,Directed,1434,,,3,Mentions
scdtwister,dominikasvarc,Directed,1435,,,1,Mentions
scdtwister,urosjausevec,Directed,1436,,,1,Mentions
scdtwister,tomltoml,Directed,1437,,,1,Mentions
scdtwister,rtv_slovenija,Directed,1438,,,1,Mentions
scdtwister,ales_primc,Directed,1439,,,1,Mentions
scdtwister,slovenskavojska,Directed,1440,,,1,Mentions
scdtwister,revijareporter,Directed,1441,,,1,Mentions
scdtwister,vso_slovenija,Directed,1442,,,1,Mentions
scdtwister,tonekrkovic,Directed,1443,,,1,Mentions
scdtwister,boriscipot1,Directed,1444,,,1,Mentions
scdtwister,svizec5,Directed,1445,,,1,Mentions
scdtwister,jozejos,Directed,1446,,,1,Mentions
scdtwister,mprevejsek,Directed,1447,,,1,Mentions
sova_0007,strankaab,Directed,1448,,,1,Mentions
barjanski,korsikab,Directed,1449,,,1,Mentions
metod_berlec,jjansasds,Directed,1450,,,1,Mentions
metod_berlec,demokracija1,Directed,1451,,,1,Mentions
metod_berlec,krtmen,Directed,1452,,,1,Mentions
metod_berlec,ales_primc,Directed,1453,,,1,Mentions
igorkrsinar,romanleljak,Directed,1454,,,1,Mentions
igorkrsinar,revijareporter,Directed,1455,,,1,Mentions
cikibucka,igorkrsinar,Directed,1456,,,1,Mentions
max970,igorkrsinar,Directed,1457,,,1,Mentions
revijareporter,igorkrsinar,Directed,1458,,,2,Mentions
petra_jansa,igorkrsinar,Directed,1459,,,1,Mentions
sova_0007,igorkrsinar,Directed,1460,,,1,Mentions
leon48303573,igorkrsinar,Directed,1461,,,1,Mentions
cikibucka,romanleljak,Directed,1462,,,1,Mentions
max970,romanleljak,Directed,1463,,,1,Mentions
revijareporter,romanleljak,Directed,1464,,,1,Mentions
petra_jansa,romanleljak,Directed,1465,,,1,Mentions
sova_0007,romanleljak,Directed,1466,,,1,Mentions
leon48303573,romanleljak,Directed,1467,,,1,Mentions
leon48303573,revijareporter,Directed,1468,,,1,Mentions
leon48303573,nova24tv,Directed,1469,,,1,Mentions
leon48303573,max970,Directed,1470,,,1,Mentions
leon48303573,petra_jansa,Directed,1471,,,1,Mentions
miabezjak,slovenskavojska,Directed,1472,,,1,Mentions
miabezjak,jjansasds,Directed,1473,,,1,Mentions
miabezjak,demokracija1,Directed,1474,,,1,Mentions
mirocerar,startupslovenia,Directed,1475,,,1,Mentions
podimconference,startupslovenia,Directed,1476,,,1,Mentions
